source,target,edge_type,is_fraud_edge,timestamp
user_1301,driver_1076,completed_ride,False,2025-10-25 23:51:01.468752
user_1301,driver_1590,completed_ride,False,2025-10-21 17:04:01.532937
user_1301,driver_619,completed_ride,False,2025-10-25 14:05:01.593275
user_1301,driver_764,completed_ride,False,2025-10-27 00:33:01.599271
user_1301,driver_1571,completed_ride,False,2025-10-21 05:53:01.681360
user_1301,driver_1544,completed_ride,False,2025-10-25 02:23:01.694650
user_1301,driver_515,completed_ride,False,2025-10-23 13:03:01.704548
user_1301,driver_1098,completed_ride,False,2025-10-20 23:28:01.724142
user_1301,driver_1475,completed_ride,False,2025-10-23 07:11:01.747550
user_1301,driver_1586,completed_ride,False,2025-10-26 11:34:01.838890
user_1302,driver_1394,completed_ride,False,2025-10-25 07:37:01.624490
user_1302,driver_1251,completed_ride,False,2025-10-20 11:19:01.634941
user_1302,driver_603,completed_ride,False,2025-10-26 22:38:01.639011
user_1302,driver_1645,completed_ride,False,2025-10-24 06:45:01.750567
user_1302,driver_198,completed_ride,False,2025-10-21 20:35:01.801603
user_1302,driver_685,completed_ride,False,2025-10-22 11:41:01.814760
user_1303,driver_1122,completed_ride,False,2025-10-24 18:01:01.496592
user_1303,driver_849,completed_ride,False,2025-10-25 14:11:01.499684
user_1303,driver_1884,completed_ride,False,2025-10-21 04:32:01.519085
user_1303,driver_1231,completed_ride,False,2025-10-27 05:11:01.530088
user_1303,driver_870,completed_ride,False,2025-10-23 03:43:01.588409
user_1303,driver_1790,completed_ride,False,2025-10-26 04:03:01.712693
user_1303,driver_1243,completed_ride,False,2025-10-25 17:57:01.789070
user_1303,driver_1536,completed_ride,False,2025-10-24 00:22:01.837887
user_1304,driver_1516,completed_ride,False,2025-10-26 08:59:01.515062
user_1304,driver_678,completed_ride,False,2025-10-23 19:28:01.546966
user_1304,driver_1499,completed_ride,False,2025-10-24 19:51:01.609443
user_1304,driver_949,completed_ride,False,2025-10-24 07:34:01.749571
user_1304,driver_148,completed_ride,False,2025-10-26 09:04:01.750567
user_1304,driver_1275,completed_ride,False,2025-10-25 21:36:01.828872
user_1305,driver_1323,completed_ride,False,2025-10-23 18:46:01.509323
user_1305,driver_1121,completed_ride,False,2025-10-23 15:14:01.568270
user_1305,driver_1095,completed_ride,False,2025-10-23 23:22:01.588409
user_1305,driver_1130,completed_ride,False,2025-10-20 16:56:01.596313
user_1305,driver_1691,completed_ride,False,2025-10-26 22:32:01.636937
user_1305,driver_45,completed_ride,False,2025-10-20 21:26:01.692165
user_1306,driver_578,completed_ride,False,2025-10-21 02:07:01.479656
user_1306,driver_519,completed_ride,False,2025-10-25 04:37:01.742549
user_1307,driver_1038,completed_ride,False,2025-10-21 09:34:01.692328
user_1308,driver_1944,completed_ride,False,2025-10-23 23:30:01.520024
user_1308,driver_403,completed_ride,False,2025-10-27 02:38:01.625489
user_1308,driver_1248,completed_ride,False,2025-10-24 06:26:01.647887
user_1308,driver_407,completed_ride,False,2025-10-21 06:14:01.740557
user_1308,driver_1736,completed_ride,False,2025-10-24 00:41:01.750567
user_1309,driver_1610,completed_ride,False,2025-10-21 11:19:01.535304
user_1309,driver_80,completed_ride,False,2025-10-25 15:34:01.620509
user_1309,driver_829,completed_ride,False,2025-10-24 22:15:01.639011
user_1309,driver_534,completed_ride,False,2025-10-25 04:22:01.722057
user_1309,driver_1145,completed_ride,False,2025-10-23 17:07:01.783473
user_1310,driver_616,completed_ride,False,2025-10-22 14:01:01.527174
user_1310,driver_1639,completed_ride,False,2025-10-20 15:57:01.625489
user_1310,driver_1479,completed_ride,False,2025-10-23 12:37:01.721208
user_1310,driver_700,completed_ride,False,2025-10-26 21:23:01.817758
user_1311,driver_653,completed_ride,False,2025-10-21 03:25:01.466850
user_1311,driver_1761,completed_ride,False,2025-10-20 12:04:01.478195
user_1311,driver_748,completed_ride,False,2025-10-21 18:28:01.501372
user_1311,driver_1282,completed_ride,False,2025-10-23 00:14:01.712693
user_1312,driver_1851,completed_ride,False,2025-10-26 14:16:01.485611
user_1312,driver_1089,completed_ride,False,2025-10-21 01:08:01.534297
user_1312,driver_1803,completed_ride,False,2025-10-21 05:40:01.717791
user_1313,driver_1469,completed_ride,False,2025-10-22 13:06:01.583894
user_1313,driver_1058,completed_ride,False,2025-10-26 08:06:01.706642
user_1313,driver_830,completed_ride,False,2025-10-23 13:54:01.747550
user_1313,driver_1044,completed_ride,False,2025-10-23 16:52:01.781375
user_1314,driver_1210,completed_ride,False,2025-10-20 13:12:01.477188
user_1314,driver_1679,completed_ride,False,2025-10-25 15:06:01.576223
user_1314,driver_649,completed_ride,False,2025-10-20 21:46:01.653587
user_1314,driver_811,completed_ride,False,2025-10-24 14:52:01.707643
user_1314,driver_1282,completed_ride,False,2025-10-26 01:56:01.782397
user_1314,driver_489,completed_ride,False,2025-10-23 11:18:01.824869
user_1315,driver_1283,completed_ride,False,2025-10-25 10:55:01.509323
user_1315,driver_1086,completed_ride,False,2025-10-22 22:17:01.515062
user_1315,driver_330,completed_ride,False,2025-10-22 23:23:01.537297
user_1315,driver_879,completed_ride,False,2025-10-24 10:55:01.573222
user_1315,driver_63,completed_ride,False,2025-10-26 19:46:01.573222
user_1315,driver_904,completed_ride,False,2025-10-25 05:59:01.576223
user_1315,driver_175,completed_ride,False,2025-10-22 15:32:01.609443
user_1315,driver_786,completed_ride,False,2025-10-25 00:55:01.721208
user_1315,driver_1070,completed_ride,False,2025-10-24 04:10:01.778376
user_1315,driver_55,completed_ride,False,2025-10-26 18:41:01.835383
user_1316,driver_1380,completed_ride,False,2025-10-27 08:49:01.471255
user_1316,driver_1481,completed_ride,False,2025-10-27 02:51:01.549010
user_1316,driver_1908,completed_ride,False,2025-10-26 03:23:01.668097
user_1316,driver_1730,completed_ride,False,2025-10-25 08:53:01.722057
user_1317,driver_1293,completed_ride,False,2025-10-23 00:19:01.593275
user_1317,driver_532,completed_ride,False,2025-10-23 05:03:01.802244
user_1318,driver_606,completed_ride,False,2025-10-26 23:13:01.510427
user_1318,driver_789,completed_ride,False,2025-10-25 21:52:01.583894
user_1318,driver_1261,completed_ride,False,2025-10-22 05:29:01.783473
user_1318,driver_703,completed_ride,False,2025-10-25 18:11:01.794084
user_1318,driver_538,completed_ride,False,2025-10-25 00:02:01.823869
user_1319,driver_1996,completed_ride,False,2025-10-25 08:33:01.488620
user_1319,driver_1556,completed_ride,False,2025-10-21 01:15:01.539304
user_1319,driver_454,completed_ride,False,2025-10-26 06:29:01.731330
user_1319,driver_1288,completed_ride,False,2025-10-26 23:25:01.785981
user_1320,driver_702,completed_ride,False,2025-10-22 04:55:01.616835
user_1321,driver_1521,completed_ride,False,2025-10-25 04:24:01.524172
user_1321,driver_770,completed_ride,False,2025-10-24 03:09:01.630114
user_1321,driver_1161,completed_ride,False,2025-10-24 01:40:01.632924
user_1321,driver_930,completed_ride,False,2025-10-26 05:10:01.654494
user_1321,driver_1541,completed_ride,False,2025-10-21 10:00:01.688657
user_1321,driver_389,completed_ride,False,2025-10-26 23:17:01.821972
user_1322,driver_492,completed_ride,False,2025-10-20 22:02:01.713693
user_1322,driver_246,completed_ride,False,2025-10-21 07:00:01.790067
user_1322,driver_686,completed_ride,False,2025-10-25 20:19:01.809246
user_1323,driver_1450,completed_ride,False,2025-10-27 02:30:01.509323
user_1323,driver_1040,completed_ride,False,2025-10-26 09:09:01.601864
user_1323,driver_1428,completed_ride,False,2025-10-23 17:58:01.691161
user_1323,driver_1197,completed_ride,False,2025-10-25 19:16:01.704548
user_1323,driver_1663,completed_ride,False,2025-10-24 02:49:01.706642
user_1324,driver_863,completed_ride,False,2025-10-24 14:27:01.649393
user_1324,driver_1416,completed_ride,False,2025-10-20 22:03:01.719703
user_1325,driver_82,completed_ride,False,2025-10-23 20:41:01.519085
user_1325,driver_1346,completed_ride,False,2025-10-26 19:39:01.650495
user_1325,driver_429,completed_ride,False,2025-10-25 02:13:01.650495
user_1325,driver_778,completed_ride,False,2025-10-27 03:49:01.794084
user_1325,driver_1248,completed_ride,False,2025-10-25 08:13:01.819758
user_1326,driver_1929,completed_ride,False,2025-10-27 04:24:01.548010
user_1326,driver_1265,completed_ride,False,2025-10-24 08:35:01.586402
user_1326,driver_1725,completed_ride,False,2025-10-21 08:49:01.689656
user_1326,driver_1686,completed_ride,False,2025-10-22 00:00:01.796602
user_1326,driver_908,completed_ride,False,2025-10-22 23:07:01.833379
user_1327,driver_1633,completed_ride,False,2025-10-27 08:29:01.509323
user_1327,driver_1839,completed_ride,False,2025-10-22 03:59:01.531877
user_1327,driver_571,completed_ride,False,2025-10-21 00:02:01.784976
user_1327,driver_1933,completed_ride,False,2025-10-22 08:22:01.822867
user_1328,driver_1866,completed_ride,False,2025-10-22 14:54:01.527174
user_1328,driver_1349,completed_ride,False,2025-10-20 11:14:01.567274
user_1328,driver_1766,completed_ride,False,2025-10-22 02:59:01.736030
user_1328,driver_1120,completed_ride,False,2025-10-27 02:23:01.836386
user_1329,driver_835,completed_ride,False,2025-10-22 07:08:01.612834
user_1329,driver_836,completed_ride,False,2025-10-25 22:29:01.735028
user_1329,driver_847,completed_ride,False,2025-10-25 18:30:01.749571
user_1330,driver_1566,completed_ride,False,2025-10-27 05:21:01.557663
user_1330,driver_191,completed_ride,False,2025-10-27 00:53:01.574309
user_1330,driver_96,completed_ride,False,2025-10-21 19:59:01.707643
user_1330,driver_468,completed_ride,False,2025-10-24 20:58:01.823869
user_1330,driver_1363,completed_ride,False,2025-10-21 00:02:01.829871
user_1330,driver_1965,completed_ride,False,2025-10-21 20:33:01.836386
user_1331,driver_1784,completed_ride,False,2025-10-22 05:45:01.523086
user_1331,driver_680,completed_ride,False,2025-10-20 12:26:01.526172
user_1331,driver_1251,completed_ride,False,2025-10-23 05:15:01.707643
user_1331,driver_932,completed_ride,False,2025-10-24 17:35:01.821972
user_1332,driver_1986,completed_ride,False,2025-10-23 03:29:01.513025
user_1332,driver_475,completed_ride,False,2025-10-25 19:15:01.524172
user_1332,driver_1136,completed_ride,False,2025-10-26 11:42:01.621606
user_1332,driver_1368,completed_ride,False,2025-10-26 17:09:01.660601
user_1333,driver_1444,completed_ride,False,2025-10-20 11:15:01.541643
user_1333,driver_1650,completed_ride,False,2025-10-22 06:53:01.562170
user_1333,driver_874,completed_ride,False,2025-10-26 18:07:01.751753
user_1334,driver_1137,completed_ride,False,2025-10-23 19:30:01.640000
user_1334,driver_1440,completed_ride,False,2025-10-26 08:18:01.702547
user_1334,driver_1393,completed_ride,False,2025-10-23 05:20:01.788060
user_1334,driver_434,completed_ride,False,2025-10-22 04:12:01.821362
user_1334,driver_1427,completed_ride,False,2025-10-26 17:14:01.823869
user_1335,driver_709,completed_ride,False,2025-10-26 08:34:01.471255
user_1335,driver_1949,completed_ride,False,2025-10-20 14:59:01.728332
user_1336,driver_542,completed_ride,False,2025-10-20 13:22:01.559657
user_1336,driver_1409,completed_ride,False,2025-10-23 08:17:01.570265
user_1336,driver_43,completed_ride,False,2025-10-24 23:13:01.598271
user_1337,driver_1286,completed_ride,False,2025-10-21 20:40:01.620509
user_1337,driver_804,completed_ride,False,2025-10-26 23:33:01.630114
user_1337,driver_857,completed_ride,False,2025-10-25 02:41:01.675826
user_1337,driver_1654,completed_ride,False,2025-10-20 14:02:01.729331
user_1338,driver_1851,completed_ride,False,2025-10-25 15:34:01.515062
user_1338,driver_998,completed_ride,False,2025-10-26 04:22:01.516065
user_1338,driver_654,completed_ride,False,2025-10-24 05:57:01.541643
user_1338,driver_187,completed_ride,False,2025-10-26 04:11:01.600359
user_1338,driver_1534,completed_ride,False,2025-10-26 16:54:01.683657
user_1338,driver_455,completed_ride,False,2025-10-22 10:00:01.692647
user_1338,driver_103,completed_ride,False,2025-10-25 18:55:01.721208
user_1338,driver_197,completed_ride,False,2025-10-24 07:55:01.793086
user_1338,driver_318,completed_ride,False,2025-10-25 12:16:01.841393
user_1339,driver_1781,completed_ride,False,2025-10-23 03:43:01.639011
user_1339,driver_1784,completed_ride,False,2025-10-21 00:06:01.698699
user_1339,driver_479,completed_ride,False,2025-10-22 12:12:01.722057
user_1339,driver_256,completed_ride,False,2025-10-23 09:31:01.750567
user_1340,driver_291,completed_ride,False,2025-10-21 00:27:01.475181
user_1340,driver_302,completed_ride,False,2025-10-24 00:31:01.519085
user_1340,driver_78,completed_ride,False,2025-10-21 09:55:01.569270
user_1340,driver_1765,completed_ride,False,2025-10-22 21:05:01.686660
user_1340,driver_1464,completed_ride,False,2025-10-23 12:05:01.835383
user_1341,driver_605,completed_ride,False,2025-10-21 15:27:01.597341
user_1341,driver_1450,completed_ride,False,2025-10-27 08:44:01.745550
user_1342,driver_967,completed_ride,False,2025-10-26 20:20:01.478195
user_1342,driver_392,completed_ride,False,2025-10-24 12:51:01.525165
user_1342,driver_14,completed_ride,False,2025-10-26 18:26:01.635938
user_1342,driver_1547,completed_ride,False,2025-10-22 14:00:01.729331
user_1343,driver_1822,completed_ride,False,2025-10-26 18:57:01.490632
user_1343,driver_1591,completed_ride,False,2025-10-25 00:33:01.504722
user_1343,driver_1209,completed_ride,False,2025-10-27 06:48:01.588409
user_1343,driver_1708,completed_ride,False,2025-10-21 08:50:01.603367
user_1343,driver_793,completed_ride,False,2025-10-22 06:34:01.668097
user_1343,driver_1125,completed_ride,False,2025-10-23 06:11:01.710651
user_1343,driver_1659,completed_ride,False,2025-10-27 03:04:01.717791
user_1344,driver_393,completed_ride,False,2025-10-22 00:17:01.645889
user_1344,driver_536,completed_ride,False,2025-10-26 15:49:01.655489
user_1344,driver_972,completed_ride,False,2025-10-23 19:35:01.659487
user_1345,driver_852,completed_ride,False,2025-10-23 03:42:01.631920
user_1345,driver_358,completed_ride,False,2025-10-24 12:18:01.658486
user_1345,driver_1519,completed_ride,False,2025-10-24 01:48:01.699723
user_1345,driver_1695,completed_ride,False,2025-10-26 15:28:01.837384
user_1346,driver_956,completed_ride,False,2025-10-21 08:32:01.701389
user_1347,driver_903,completed_ride,False,2025-10-25 05:55:01.634941
user_1347,driver_725,completed_ride,False,2025-10-23 00:46:01.777374
user_1348,driver_473,completed_ride,False,2025-10-24 20:20:01.548010
user_1348,driver_1001,completed_ride,False,2025-10-26 02:32:01.633921
user_1348,driver_901,completed_ride,False,2025-10-23 09:35:01.709638
user_1348,driver_694,completed_ride,False,2025-10-21 18:40:01.711158
user_1348,driver_1505,completed_ride,False,2025-10-25 05:24:01.732945
user_1348,driver_1082,completed_ride,False,2025-10-24 10:01:01.818758
user_1349,driver_170,completed_ride,False,2025-10-20 19:46:01.515062
user_1349,driver_1967,completed_ride,False,2025-10-25 14:48:01.521759
user_1349,driver_1443,completed_ride,False,2025-10-21 06:15:01.523086
user_1349,driver_1166,completed_ride,False,2025-10-25 20:18:01.729331
user_1349,driver_448,completed_ride,False,2025-10-26 21:06:01.800602
user_1350,driver_1056,completed_ride,False,2025-10-23 15:20:01.492417
user_1350,driver_309,completed_ride,False,2025-10-20 12:34:01.506707
user_1350,driver_1651,completed_ride,False,2025-10-23 22:56:01.533210
user_1350,driver_84,completed_ride,False,2025-10-23 16:18:01.537297
user_1350,driver_1987,completed_ride,False,2025-10-21 10:25:01.635938
user_1350,driver_537,completed_ride,False,2025-10-21 10:05:01.681360
user_1351,driver_1748,completed_ride,False,2025-10-26 07:35:01.526172
user_1351,driver_1261,completed_ride,False,2025-10-26 15:27:01.534297
user_1352,driver_368,completed_ride,False,2025-10-21 07:27:01.491217
user_1352,driver_1509,completed_ride,False,2025-10-21 09:44:01.622486
user_1352,driver_396,completed_ride,False,2025-10-26 13:26:01.639011
user_1352,driver_1975,completed_ride,False,2025-10-20 21:35:01.669097
user_1352,driver_328,completed_ride,False,2025-10-26 22:22:01.732945
user_1353,driver_198,completed_ride,False,2025-10-23 05:57:01.504722
user_1353,driver_1591,completed_ride,False,2025-10-21 06:59:01.571872
user_1353,driver_925,completed_ride,False,2025-10-26 01:20:01.740557
user_1354,driver_1462,completed_ride,False,2025-10-22 19:51:01.599271
user_1354,driver_1464,completed_ride,False,2025-10-26 07:22:01.713693
user_1354,driver_1728,completed_ride,False,2025-10-21 05:10:01.751753
user_1355,driver_1078,completed_ride,False,2025-10-26 11:25:01.612834
user_1355,driver_1971,completed_ride,False,2025-10-22 03:53:01.798600
user_1356,driver_695,completed_ride,False,2025-10-26 01:34:01.570265
user_1356,driver_728,completed_ride,False,2025-10-22 23:45:01.784976
user_1357,driver_829,completed_ride,False,2025-10-21 02:45:01.502634
user_1357,driver_433,completed_ride,False,2025-10-25 02:45:01.785981
user_1357,driver_1954,completed_ride,False,2025-10-25 09:00:01.813755
user_1358,driver_1974,completed_ride,False,2025-10-20 22:01:01.674826
user_1358,driver_1301,completed_ride,False,2025-10-27 08:21:01.715746
user_1358,driver_1087,completed_ride,False,2025-10-27 03:58:01.798600
user_1359,driver_1093,completed_ride,False,2025-10-25 06:54:01.515062
user_1359,driver_1731,completed_ride,False,2025-10-26 09:04:01.544928
user_1359,driver_1346,completed_ride,False,2025-10-25 13:09:01.624490
user_1359,driver_1744,completed_ride,False,2025-10-26 03:06:01.666080
user_1359,driver_338,completed_ride,False,2025-10-25 02:29:01.711158
user_1361,driver_381,completed_ride,False,2025-10-22 05:14:01.526172
user_1361,driver_280,completed_ride,False,2025-10-21 20:04:01.565179
user_1361,driver_807,completed_ride,False,2025-10-25 11:17:01.651497
user_1361,driver_516,completed_ride,False,2025-10-25 13:19:01.676846
user_1361,driver_1704,completed_ride,False,2025-10-24 03:04:01.836386
user_1362,driver_387,completed_ride,False,2025-10-27 01:08:01.597341
user_1362,driver_197,completed_ride,False,2025-10-24 12:28:01.641508
user_1362,driver_998,completed_ride,False,2025-10-23 13:27:01.796602
user_1363,driver_1079,completed_ride,False,2025-10-25 08:03:01.821972
user_1363,driver_1264,completed_ride,False,2025-10-26 22:35:01.803285
user_1363,driver_482,completed_ride,False,2025-10-24 01:30:01.824869
user_1363,driver_1865,completed_ride,False,2025-10-21 08:29:01.836386
user_1364,driver_1601,completed_ride,False,2025-10-22 01:28:01.469752
user_1364,driver_396,completed_ride,False,2025-10-23 09:14:01.594271
user_1364,driver_1098,completed_ride,False,2025-10-23 18:00:01.612688
user_1365,driver_375,completed_ride,False,2025-10-22 20:47:01.558650
user_1365,driver_416,completed_ride,False,2025-10-24 04:52:01.645889
user_1365,driver_704,completed_ride,False,2025-10-24 17:02:01.727149
user_1365,driver_1719,completed_ride,False,2025-10-20 15:51:01.832379
user_1366,driver_1631,completed_ride,False,2025-10-26 10:46:01.531877
user_1366,driver_392,completed_ride,False,2025-10-22 05:09:01.544015
user_1366,driver_1961,completed_ride,False,2025-10-20 14:38:01.733952
user_1367,driver_392,completed_ride,False,2025-10-25 00:46:01.486612
user_1367,driver_343,completed_ride,False,2025-10-23 00:50:01.505723
user_1367,driver_593,completed_ride,False,2025-10-22 20:31:01.530088
user_1367,driver_750,completed_ride,False,2025-10-25 16:41:01.558650
user_1367,driver_1452,completed_ride,False,2025-10-23 01:19:01.673912
user_1367,driver_944,completed_ride,False,2025-10-26 18:51:01.724142
user_1367,driver_112,completed_ride,False,2025-10-22 20:32:01.819758
user_1367,driver_188,completed_ride,False,2025-10-21 00:01:01.831489
user_1368,driver_1316,completed_ride,False,2025-10-23 14:48:01.605459
user_1368,driver_1295,completed_ride,False,2025-10-21 00:53:01.642887
user_1368,driver_1883,completed_ride,False,2025-10-24 14:21:01.677830
user_1368,driver_1607,completed_ride,False,2025-10-22 19:43:01.689656
user_1368,driver_1740,completed_ride,False,2025-10-20 19:13:01.783473
user_1369,driver_704,completed_ride,False,2025-10-24 23:12:01.475181
user_1369,driver_1569,completed_ride,False,2025-10-21 23:59:01.494592
user_1369,driver_976,completed_ride,False,2025-10-23 17:43:01.658486
user_1370,driver_1551,completed_ride,False,2025-10-25 10:06:01.569270
user_1370,driver_893,completed_ride,False,2025-10-24 01:59:01.592027
user_1370,driver_1969,completed_ride,False,2025-10-26 01:35:01.777374
user_1371,driver_1239,completed_ride,False,2025-10-20 12:38:01.530088
user_1371,driver_1875,completed_ride,False,2025-10-23 14:12:01.537297
user_1372,driver_1037,completed_ride,False,2025-10-22 13:27:01.502634
user_1372,driver_204,completed_ride,False,2025-10-22 04:49:01.552968
user_1373,driver_1653,completed_ride,False,2025-10-20 23:27:01.654494
user_1373,driver_472,completed_ride,False,2025-10-22 18:30:01.692165
user_1373,driver_328,completed_ride,False,2025-10-25 16:38:01.753018
user_1373,driver_553,completed_ride,False,2025-10-24 09:26:01.826869
user_1374,driver_195,completed_ride,False,2025-10-21 13:37:01.631920
user_1375,driver_125,completed_ride,False,2025-10-26 20:30:01.508731
user_1375,driver_1895,completed_ride,False,2025-10-23 11:45:01.515062
user_1375,driver_1844,completed_ride,False,2025-10-26 05:03:01.558650
user_1375,driver_1265,completed_ride,False,2025-10-20 18:04:01.607462
user_1375,driver_1752,completed_ride,False,2025-10-24 00:42:01.644889
user_1375,driver_1188,completed_ride,False,2025-10-25 08:43:01.677830
user_1375,driver_506,completed_ride,False,2025-10-24 05:57:01.706642
user_1375,driver_1088,completed_ride,False,2025-10-26 01:55:01.741565
user_1375,driver_721,completed_ride,False,2025-10-23 21:26:01.819758
user_1376,driver_1635,completed_ride,False,2025-10-22 17:33:01.496592
user_1376,driver_1287,completed_ride,False,2025-10-25 21:36:01.742549
user_1376,driver_1337,completed_ride,False,2025-10-22 13:30:01.749571
user_1377,driver_1953,completed_ride,False,2025-10-23 20:05:01.492590
user_1377,driver_596,completed_ride,False,2025-10-20 14:49:01.552968
user_1377,driver_1319,completed_ride,False,2025-10-20 10:45:01.660601
user_1377,driver_530,completed_ride,False,2025-10-26 12:24:01.701389
user_1378,driver_1227,completed_ride,False,2025-10-23 18:54:01.601272
user_1378,driver_1052,completed_ride,False,2025-10-22 17:31:01.640000
user_1378,driver_634,completed_ride,False,2025-10-23 00:09:01.657486
user_1378,driver_1103,completed_ride,False,2025-10-21 09:09:01.665005
user_1378,driver_1431,completed_ride,False,2025-10-21 03:02:01.713693
user_1379,driver_1998,completed_ride,False,2025-10-22 21:52:01.468752
user_1379,driver_806,completed_ride,False,2025-10-25 10:05:01.487632
user_1379,driver_23,completed_ride,False,2025-10-24 18:25:01.540925
user_1379,driver_24,completed_ride,False,2025-10-27 03:17:01.568270
user_1379,driver_809,completed_ride,False,2025-10-24 03:28:01.574309
user_1379,driver_1571,completed_ride,False,2025-10-27 08:41:01.584893
user_1379,driver_441,completed_ride,False,2025-10-27 09:05:01.624490
user_1379,driver_1372,completed_ride,False,2025-10-20 12:41:01.837887
user_1380,driver_1535,completed_ride,False,2025-10-20 23:52:01.558650
user_1380,driver_1001,completed_ride,False,2025-10-21 12:18:01.718779
user_1380,driver_1615,completed_ride,False,2025-10-26 19:56:01.796602
user_1381,driver_1835,completed_ride,False,2025-10-22 09:12:01.788060
user_1381,driver_1715,completed_ride,False,2025-10-24 05:15:01.823869
user_1382,driver_565,completed_ride,False,2025-10-26 23:18:01.597341
user_1382,driver_1281,completed_ride,False,2025-10-20 16:58:01.787057
user_1383,driver_1787,completed_ride,False,2025-10-22 14:35:01.556670
user_1383,driver_75,completed_ride,False,2025-10-24 22:55:01.740557
user_1384,driver_510,completed_ride,False,2025-10-25 04:50:01.774781
user_1385,driver_1445,completed_ride,False,2025-10-23 23:12:01.476190
user_1385,driver_959,completed_ride,False,2025-10-22 18:47:01.667086
user_1385,driver_1537,completed_ride,False,2025-10-24 15:58:01.749571
user_1386,driver_1278,completed_ride,False,2025-10-25 07:06:01.484530
user_1387,driver_738,completed_ride,False,2025-10-24 02:02:01.673912
user_1388,driver_869,completed_ride,False,2025-10-27 03:41:01.592270
user_1388,driver_666,completed_ride,False,2025-10-20 19:11:01.608457
user_1388,driver_898,completed_ride,False,2025-10-24 04:53:01.797603
user_1389,driver_105,completed_ride,False,2025-10-27 05:57:01.472882
user_1389,driver_704,completed_ride,False,2025-10-20 18:29:01.586402
user_1389,driver_568,completed_ride,False,2025-10-23 11:23:01.607462
user_1390,driver_1232,completed_ride,False,2025-10-25 04:52:01.574309
user_1390,driver_480,completed_ride,False,2025-10-25 21:07:01.716777
user_1390,driver_307,completed_ride,False,2025-10-21 23:27:01.808353
user_1391,driver_732,completed_ride,False,2025-10-26 01:47:01.529088
user_1391,driver_740,completed_ride,False,2025-10-20 17:21:01.533210
user_1391,driver_1512,completed_ride,False,2025-10-21 22:42:01.626572
user_1391,driver_912,completed_ride,False,2025-10-23 16:33:01.779376
user_1392,driver_792,completed_ride,False,2025-10-26 15:24:01.522850
user_1392,driver_1559,completed_ride,False,2025-10-20 19:48:01.529088
user_1392,driver_608,completed_ride,False,2025-10-23 18:51:01.550015
user_1392,driver_653,completed_ride,False,2025-10-21 11:23:01.659487
user_1393,driver_425,completed_ride,False,2025-10-26 23:36:01.519085
user_1393,driver_653,completed_ride,False,2025-10-26 18:19:01.568270
user_1393,driver_469,completed_ride,False,2025-10-26 16:02:01.603367
user_1393,driver_900,completed_ride,False,2025-10-26 20:05:01.641508
user_1393,driver_864,completed_ride,False,2025-10-26 13:18:01.703631
user_1393,driver_942,completed_ride,False,2025-10-20 11:48:01.726148
user_1393,driver_592,completed_ride,False,2025-10-26 20:30:01.821362
user_1394,driver_761,completed_ride,False,2025-10-26 21:49:01.569270
user_1394,driver_229,completed_ride,False,2025-10-22 23:49:01.611370
user_1394,driver_40,completed_ride,False,2025-10-20 18:31:01.613834
user_1394,driver_1031,completed_ride,False,2025-10-26 14:53:01.646887
user_1395,driver_953,completed_ride,False,2025-10-23 15:57:01.738624
user_1395,driver_776,completed_ride,False,2025-10-21 03:48:01.751996
user_1396,driver_811,completed_ride,False,2025-10-21 12:11:01.589408
user_1396,driver_1937,completed_ride,False,2025-10-26 09:19:01.672825
user_1396,driver_1470,completed_ride,False,2025-10-22 12:14:01.702369
user_1397,driver_37,completed_ride,False,2025-10-25 06:01:01.513987
user_1397,driver_751,completed_ride,False,2025-10-26 18:22:01.513987
user_1397,driver_802,completed_ride,False,2025-10-22 23:25:01.819758
user_1398,driver_489,completed_ride,False,2025-10-25 15:57:01.484530
user_1398,driver_1642,completed_ride,False,2025-10-24 21:19:01.714692
user_1398,driver_1545,completed_ride,False,2025-10-23 15:43:01.747550
user_1399,driver_1650,completed_ride,False,2025-10-26 10:26:01.482271
user_1399,driver_1047,completed_ride,False,2025-10-27 02:55:01.545926
user_1399,driver_1111,completed_ride,False,2025-10-24 00:38:01.619604
user_1399,driver_32,completed_ride,False,2025-10-22 12:30:01.665005
user_1399,driver_1471,completed_ride,False,2025-10-21 02:28:01.705548
user_1401,driver_1447,completed_ride,False,2025-10-21 10:49:01.468752
user_1401,driver_1119,completed_ride,False,2025-10-21 08:03:01.522702
user_1401,driver_1131,completed_ride,False,2025-10-23 11:24:01.636937
user_1401,driver_1117,completed_ride,False,2025-10-22 04:04:01.672825
user_1401,driver_1073,completed_ride,False,2025-10-26 11:27:01.745550
user_1401,driver_1021,completed_ride,False,2025-10-24 08:50:01.841393
user_1402,driver_1287,completed_ride,False,2025-10-27 09:11:01.566272
user_1402,driver_67,completed_ride,False,2025-10-20 23:17:01.616835
user_1402,driver_1239,completed_ride,False,2025-10-23 18:31:01.657486
user_1402,driver_1181,completed_ride,False,2025-10-25 18:36:01.819758
user_1402,driver_1260,completed_ride,False,2025-10-24 14:15:01.834382
user_1403,driver_1637,completed_ride,False,2025-10-26 04:38:01.503729
user_1404,driver_1344,completed_ride,False,2025-10-25 04:44:01.503729
user_1404,driver_1979,completed_ride,False,2025-10-24 02:42:01.525165
user_1404,driver_933,completed_ride,False,2025-10-21 04:30:01.699723
user_1404,driver_518,completed_ride,False,2025-10-21 18:12:01.718779
